room_id,hotel_id,room_name,price,area_m2,bed_type,max_occupancy,view,amenities
ROOM_000012,IVU_000001,Heritage/Residence Deluxe Twin Ocean View,5148000,37-50 m²,2 Giường đơn (1m2 x 2m),3,Hướng biển,Hướng vườn | thành phố | nội khu; 47-55 m²; Hướng vườn | thành phố | nội khu; 47-55 m²; Hướng vườn | thành phố | nội khu; 47-50 m²; Hướng biển; 47-55 m²; Hướng biển; 47-50 m²; Hướng hồ bơi | thành phố; 62-72 m²; Hướng thành phố; 72 m²; Hướng biển; 62-72 m²; Hướng biển; 105 m²; Hướng vườn | thành phố | nội khu; 37 m²; Hướng vườn | thành phố | nội khu; 37 m²; Hướng biển; 37-50 m²; Hướng biển; 37-50 m²; Hướng biển; 37-50 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Vòi hoa sen / Bồn tắm nằm; 2 Giường đơn (1m2 x 2m)
ROOM_000013,IVU_000001,Heritage/Residence Deluxe King Ocean View,5148000,37-50 m²,1 Giường King (1m8 x 2m),3,Hướng biển,Hướng vườn | thành phố | nội khu; 47-55 m²; Hướng vườn | thành phố | nội khu; 47-55 m²; Hướng vườn | thành phố | nội khu; 47-50 m²; Hướng biển; 47-55 m²; Hướng biển; 47-50 m²; Hướng hồ bơi | thành phố; 62-72 m²; Hướng thành phố; 72 m²; Hướng biển; 62-72 m²; Hướng biển; 105 m²; Hướng vườn | thành phố | nội khu; 37 m²; Hướng vườn | thành phố | nội khu; 37 m²; Hướng biển; 37-50 m²; Hướng biển; 37-50 m²; Hướng biển; 37-50 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Bồn tắm; Vòi hoa sen; 1 Giường King (1m8 x 2m)
ROOM_001001,IVU_000002,Standard 2 Single Bed,5364500,39 m²,2 Giường đơn,2,Hướng vườn,Hướng vườn; 39 m²; Hướng vườn; 39 m²; Hướng biển; 39 m²; Hướng biển; 41 m²; Hướng biển; 41 m²; Hướng biển; 41 m²; Hướng vườn; 48 m²; Hướng vườn; 48 m²; Hướng vườn; 48 m²; Hướng vườn; 61 m²; Hướng vườn; 71 m²; Hướng biển; 77 m²; Hướng vườn; 71 m²; Hướng biển; 84 m²; Hướng biển; 84 m²; Hướng biển; 125 m²; Hướng vườn; 39 m²; Vòi hoa sen; 2 Giường đơn
ROOM_001002,IVU_000002,Standard Cabana 2 Single Bed,5548750,39 m²,2 Giường đơn,2,Hướng vườn,Hướng vườn; 39 m²; Hướng vườn; 39 m²; Hướng biển; 39 m²; Hướng biển; 41 m²; Hướng biển; 41 m²; Hướng biển; 41 m²; Hướng vườn; 48 m²; Hướng vườn; 48 m²; Hướng vườn; 48 m²; Hướng vườn; 61 m²; Hướng vườn; 71 m²; Hướng biển; 77 m²; Hướng vườn; 71 m²; Hướng biển; 84 m²; Hướng biển; 84 m²; Hướng biển; 125 m²; Hướng vườn; 39 m²; Ban công; Vòi hoa sen; 2 Giường đơn
ROOM_001003,IVU_000002,Standard Ocean View 2 Single Bed,6385250,39 m²,2 Giường đơn,2,Hướng biển,Hướng vườn; 39 m²; Hướng vườn; 39 m²; Hướng biển; 39 m²; Hướng biển; 41 m²; Hướng biển; 41 m²; Hướng biển; 41 m²; Hướng vườn; 48 m²; Hướng vườn; 48 m²; Hướng vườn; 48 m²; Hướng vườn; 61 m²; Hướng vườn; 71 m²; Hướng biển; 77 m²; Hướng vườn; 71 m²; Hướng biển; 84 m²; Hướng biển; 84 m²; Hướng biển; 125 m²; Hướng biển; 39 m²; Vòi hoa sen; 2 Giường đơn
ROOM_002001,IVU_000003,Deluxe Room Garden View,13205875,47 m²,,5,Hướng vườn,Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng vườn; 47 m²; Phòng không hút thuốc; Ban công; Vòi hoa sen; 1 phòng ngủ; Vòi sen; Điện thoại; Điều hòa; Bàn làm việc; Cửa sổ; Không hút thuốc
ROOM_002002,IVU_000003,Deluxe Room Ocean View,15175625,47 m²,Ổ cắm điện gần giường,5,Hướng biển,Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng biển; 47 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Vòi hoa sen; 1 phòng ngủ; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; Điện thoại; TV; TV [màn hình phẳng]; Thiết bị chơi điện tử; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Chăn điện; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Tủ lạnh nhỏ trong phòng; Ban công/sân hiên; Bàn làm việc; Lò sưởi; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Điều hòa cá nhân; Két sắt trong phòng; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_002003,IVU_000003,Premium Room Private Garden,15572000,54 m²,,5,Hướng vườn,Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng vườn; 54 m²; Phòng không hút thuốc; Vòi hoa sen; 1 phòng ngủ
ROOM_002004,IVU_000003,Two Bedroom Suite Ocean View,20387875,88 m²,1 Giường Queen (1m5 x 2m),5,Hướng biển | nội khu,Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng biển | nội khu; 88 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Bồn tắm; Vòi hoa sen; 2 phòng ngủ; 1 Giường King (1m8 x 2m); 1 Giường Queen (1m5 x 2m)
ROOM_002005,IVU_000003,The Level 2-Bedroom Lakefront Pool Villa,25568666,240 m²,Ổ cắm điện gần giường,5,Hướng vườn | hồ,Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng vườn | hồ; 240 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Hồ bơi; Vòi hoa sen / Bồn tắm nằm; 2 phòng ngủ; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truy cập Internet - không dây; Tiện nghi bể bơi; Truyền hình cáp/vệ tinh; Điện thoại; TV; TV [màn hình phẳng]; Thiết bị chơi điện tử; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Chăn điện; Được vào phòng chờ Thương Gia; Quạt; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Tiện nghi BBQ; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Trái cây/đồ ăn vặt; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Bàn làm việc; Lò sưởi; tầng trệt; Cửa sổ có thể mở ra; Đồ gỗ ngoài trời; Bể bơi riêng; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Điều hòa cá nhân; Két sắt trong phòng; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_002006,IVU_000003,The Level 4-Bedrom Beachfront Pool Villa,40530000,465 m²,"4 phòng ngủ, giường",5,Hướng biển,"Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng biển; 465 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Hồ bơi; Vòi hoa sen / Bồn tắm nằm; 4 phòng ngủ, giường"
ROOM_002007,IVU_000003,The Level 3-Bedroom Lakefront Pool Villa,29190000,350 m²,"3 phòng ngủ, giường",5,Hướng vườn | hồ,"Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng vườn | hồ; 350 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Hồ bơi; Vòi hoa sen / Bồn tắm nằm; 3 phòng ngủ, giường"
ROOM_003001,IVU_000004,Standard Twin,2736500,24 m²,2 Giường đơn (1mx2m),2,Hướng không cảnh quan,Hướng không cảnh quan; 24 m²; Hướng biển; 24 m²; Hướng không cảnh quan; 28 m²; Hướng biển; 28 m²; Hướng biển; 42 m²; Máy sấy tóc; Gương; Hướng không cảnh quan; 24 m²; Phòng không hút thuốc; Vòi hoa sen; 1 Toilet; 2 Giường đơn (1mx2m)
ROOM_003002,IVU_000004,Superior Room,2530000,24 m²,,2,Hướng biển,Hướng không cảnh quan; 24 m²; Hướng biển; 24 m²; Hướng không cảnh quan; 28 m²; Hướng biển; 28 m²; Hướng biển; 42 m²; Máy sấy tóc; Gương; Hướng biển; 24 m²; Phòng không hút thuốc; Vòi hoa sen; 1 Toilet; 1 phòng ngủ
ROOM_003003,IVU_000004,Premium Balcony Twin,2695000,28 m²,,2,Hướng không cảnh quan,Hướng không cảnh quan; 24 m²; Hướng biển; 24 m²; Hướng không cảnh quan; 28 m²; Hướng biển; 28 m²; Hướng biển; 42 m²; Máy sấy tóc; Gương; Hướng không cảnh quan; 28 m²; Phòng không hút thuốc; Ban công; Vòi hoa sen; 1 Toilet; 1 phòng ngủ
ROOM_003004,IVU_000004,Premium Balcony Seaview,2992000,28 m²,,2,Hướng biển,Hướng không cảnh quan; 24 m²; Hướng biển; 24 m²; Hướng không cảnh quan; 28 m²; Hướng biển; 28 m²; Hướng biển; 42 m²; Máy sấy tóc; Gương; Hướng biển; 28 m²; Phòng không hút thuốc; Ban công; Vòi hoa sen; 1 Toilet; 1 phòng ngủ
ROOM_003005,IVU_000004,Premium Family,3483000,42 m²,1 Giường đôi và 1 giường tầng (1m6x2m & 1mx2m),2,Hướng biển,Hướng không cảnh quan; 24 m²; Hướng biển; 24 m²; Hướng không cảnh quan; 28 m²; Hướng biển; 28 m²; Hướng biển; 42 m²; Máy sấy tóc; Gương; Hướng biển; 42 m²; Phòng không hút thuốc; Ban công; Vòi hoa sen; 1 Toilet; 1 Giường đôi và 1 giường tầng (1m6x2m & 1mx2m)
ROOM_003006,IVU_000004,"Premium Room, Balcony - 2 Single Bed",3470500,42 m²,Giường cũi của em bé (theo yêu cầu),2,Hướng biển,Hướng không cảnh quan; 24 m²; Hướng biển; 24 m²; Hướng không cảnh quan; 28 m²; Hướng biển; 28 m²; Hướng biển; 42 m²; Máy sấy tóc; Gương; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Máy tính bảng trong phòng; Đèn đọc sách; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Vải trải giường; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Đồ uống mời khách miễn phí; Ấm nước; Ban công/sân hiên; Bàn làm việc; Không gian làm việc cho máy tính xách tay; tầng thấp; Ghế sofa; Thùng rác; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Bộ kim chỉ; Giường cũi của em bé (theo yêu cầu); Két sắt trong phòng; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_003007,IVU_000005,Khu đồi | Standard Queen,4175750,22-25 m²,1 Giường Queen (1m6),4,Hướng vườn | không cảnh quan,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | không cảnh quan; 22-25 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 1 Giường Queen (1m6)
ROOM_003008,IVU_000005,Khu đồi | Superior King,4541500,25-30 m²,1 Giường King (1m8),4,Hướng vườn | không cảnh quan,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | không cảnh quan; 25-30 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 1 Giường King (1m8)
ROOM_003009,IVU_000005,Khu đồi | Superior Twin,5254250,25-30 m²,2 Giường đơn (1mx2m),4,Hướng vườn | không cảnh quan,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | không cảnh quan; 25-30 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 2 Giường đơn (1mx2m)
ROOM_003010,IVU_000005,Khu biển | Executive Deluxe King,6399750,32-36 m²,1 Giường King (1m8),4,Hướng vườn | biển | một phần biển,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 1 Giường King (1m8)
ROOM_003011,IVU_000005,Khu biển | Superior King,4991000,32 m²,1 Giường King (1m8),4,Hướng không cảnh quan,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 1 Giường King (1m8)
ROOM_003012,IVU_000005,Khu biển | Deluxe King,5692500,30-36 m²,1 Giường King (1m8),4,Hướng vườn | một phần biển,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | một phần biển; 30-36 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 1 Giường King (1m8)
ROOM_003013,IVU_000005,Khu biển | Deluxe Twin,5692500,30-36 m²,2 Giường đơn (1mx2m),4,Hướng vườn | một phần biển,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | một phần biển; 30-36 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 2 Giường đơn (1mx2m)
ROOM_003014,IVU_000005,Khu biển | Executive Deluxe Twin,6164000,32-36 m²,2 Giường đơn (1mx2m),4,Hướng vườn | biển | một phần biển,Hướng vườn | không cảnh quan; 22-25 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | không cảnh quan; 25-30 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng không cảnh quan; 32 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | một phần biển; 30-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Hướng vườn | biển | một phần biển; 32-36 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Vòi hoa sen; 1 Toilet; 2 Giường đơn (1mx2m)
ROOM_004007,IVU_000006,One Bedroom Balcony Residences,5844000,43 m²,1 Giường King,4,Hướng vườn,Hướng vườn; 43 m²; Hướng biển; 48 m²; Hướng biển; 80 m²; Hướng biển; 135 m²; Hướng biển; 165 m²; Hướng vườn; 73 m²; Hướng vườn; 80 m²; Hướng vườn; 143 m²; Hướng vườn; 230 m²; Hướng vườn; 340 m²; Hướng biển; 340 m²; Hướng biển; 365 m²; Hướng vườn; 43 m²; Phòng không hút thuốc; Ban công; Vòi hoa sen; Máy lạnh; 1 Toilet; 1 Giường King
