hotelId,hotelName,star,reviewScore,reviewScoreText,reviewCount,cityId,cityName,districtId,districtName,latitude,longitude,nearbyLandmark,minPrice,avgPrice,originalPrice,currency,roomsLeft,lastBookedText,buttonContent,isSoldOut,hotelType
125201784,Căn Hộ The Sóng - Havilla Vũng Tàu(The Song Apartment - Havilla Vung Tau),3,9.2,Tuyệt Vời,89,7529,Vũng Tàu,,,10.350025,107.095862,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
107826871,The Royal LandPark - Phu My Hung(The Royal LandPark - Phu My Hung),2,8.0,Rất Tốt,92,301,TP. Hồ Chí Minh,,,10.732348,106.709387,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
113996498,KHÁCH SẠN LIKE(LIKE HOTEL),2,8.2,Rất Tốt,14,301,TP. Hồ Chí Minh,,,10.783514,106.619182,"Gần Hoa Nắng Spa, 958/37 Âu cơ, phường 14, Tân Bình, Thành phố Hồ Chí Minh",,,,VND,,,Xem Phòng Trống,No,NORMAL
92065255,S79 Hoa Huong Duong Hotel(S79 Hoa Huong Duong Hotel),3,7.8,Tốt,49,301,TP. Hồ Chí Minh,,,10.773154,106.671631,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
110198433,Khách sạn Feliz Thủ Dầu Một(FELIZ Hotel - Executive Stay),3,8.9,Rất Tốt,43,456628,Chánh Nghĩa,,,10.972061,106.664331,Chánh Nghĩa,,,,VND,,,Xem Phòng Trống,No,NORMAL
26439578,Khách Sạn Aha Residence(Aha Residence Hotel),3,7.8,Tốt,36,301,TP. Hồ Chí Minh,,,10.79928,106.70669,Gần Landmark 81 Sky View Observatory | Hàng Xanh,,,,VND,,,Xem Phòng Trống,No,NORMAL
19644983,Royal Dragon Boutique Hotel Tan Binh(Royal Dragon Boutique Hotel Tan Binh),3,8.1,Rất Tốt,57,301,TP. Hồ Chí Minh,,,10.797267,106.660097,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
8989492,KHÁCH SẠN THIÊN HÀ - CÔNG TY TNHH THIÊN HÀ GALAXY(Thien Ha Hotel),2,9.0,Tuyệt Vời,25,77127,Thủ Dầu Một,,,10.971392,106.663879,"Gần Tp. Thủ Dầu Một, Thủ Dầu Một",,,,VND,,,Xem Phòng Trống,No,NORMAL
993079,Khách sạn Đệ Nhất(First Hotel),4,8.3,Rất Tốt,160,301,TP. Hồ Chí Minh,,,10.795773,106.659632,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
68010655,"Wink Hotel Saigon Centre, Unscripted by Hyatt(Wink Hotel Saigon Centre, Unscripted by Hyatt)",4,8.8,Rất Tốt,648,301,TP. Hồ Chí Minh,,,10.791263,106.700486,Gần Phố Nhật Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
133005545,The Sun Avenue Residences(The Sun Avenue Serviced Apartment),4,8.6,Rất Tốt,,301,TP. Hồ Chí Minh,,,10.785559,106.749687,Gần Ga Tàu Điện Ngầm Rạch Chiếc | An Phú,,,,VND,,,Xem Phòng Trống,No,NORMAL
106475520,Cozrum Homes - Sonata Residence(Cozrum Homes - Sonata Residence),4,7.2,,606,301,TP. Hồ Chí Minh,,,10.737258,106.728647,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
6346326,"Khách sạn Long Bảo Châu ( Thủ Dầu Một, Bình Dương )(Long Bao Chau Hotel ( Thu Dau Mot, Binh Duong ))",3,8.3,Rất Tốt,59,77127,Thủ Dầu Một,,,10.972514,106.663174,"Gần Tp. Thủ Dầu Một, Thủ Dầu Một",,,,VND,,,Xem Phòng Trống,No,NORMAL
105187427,Khách sạn HANZ T68(HANZ T68 Hotel),3,7.9,Tốt,32,301,TP. Hồ Chí Minh,,,10.84434,106.64753,Gần Trung Tâm Triển Lãm Hội Nghị Quốc Tế Sky Expo Việt Nam,,,,VND,,,Xem Phòng Trống,No,NORMAL
91863514,La Casona Boutique Hotel(La Casona Hotel),3,8.4,Rất Tốt,49,301,TP. Hồ Chí Minh,,,10.732424,106.709903,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
123259174,Hoàng Quân Hotel - Gò Vấp(Hoang Quan Hotel - Go Vap),3,7.7,Tốt,31,301,TP. Hồ Chí Minh,,,10.838992,106.680438,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
5707665,Khách sạn Lan Anh(Lan Anh Hotel),3,8.3,Rất Tốt,73,301,TP. Hồ Chí Minh,,,10.768133,106.693698,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
2198438,Khách sạn The Mira(The Mira Hotel),5,8.9,Rất Tốt,530,77127,Thủ Dầu Một,,,10.987022,106.664787,"Gần Tp. Thủ Dầu Một, Thủ Dầu Một",,,,VND,,,Xem Phòng Trống,No,NORMAL
123704319,Happy One Central(Happy One Central),3,9.2,Tuyệt Vời,65,77127,Thủ Dầu Một,,,10.97805,106.674622,"Gần Tp. Thủ Dầu Một, Thủ Dầu Một",,,,VND,,,Xem Phòng Trống,No,NORMAL
51933250,DIAMOND HOTEL Binh Duong(DIAMOND HOTEL BINH DUONG),3,8.5,Rất Tốt,70,456628,Chánh Nghĩa,,,10.972862,106.666035,Chánh Nghĩa,,,,VND,,,Xem Phòng Trống,No,NORMAL
80976459,Khách Sạn Truc Huyen(Truc Huyen Hotel),2,8.7,Rất Tốt,21,301,TP. Hồ Chí Minh,,,10.753592,106.6083,Gần AEON MALL Bình Tân,,,,VND,,,Xem Phòng Trống,No,NORMAL
91291743,Khach san Thao Trang Laluxe(Thao Trang Laluxe Hotel Phu My Hung),3,8.0,Rất Tốt,162,301,TP. Hồ Chí Minh,,,10.732051,106.708056,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
123796936,Collection O Khách sạn Sunshine Garden - Gần SECC(Collection O Sunshine Garden Hotel - Near SECC),3,7.1,,21,301,TP. Hồ Chí Minh,,,10.719328,106.733194,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
713580,Khách sạn Green(Green Hotel Vung Tau),3,8.5,Rất Tốt,56,7529,Vũng Tàu,,,10.337483,107.090986,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
109509154,Shin's Apartment - The Sóng Vũng Tàu(Shin's Apartment - the Song Vung Tau),4,8.5,Rất Tốt,93,7529,Vũng Tàu,,,10.350025,107.095862,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
56927054,Thiem Thanh Hotel(Thiem Thanh Hotel),2,6.3,,17,301,TP. Hồ Chí Minh,,,10.810171,106.689774,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
707227,Khách sạn Mường Thanh Holiday Vũng Tàu(Muong Thanh Holiday Vung Tau),4,8.5,Rất Tốt,46,7529,Vũng Tàu,,,10.345894,107.075369,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
11367506,Khách Sạn Blue Airport(The Blue Airport Hotel),3,7.8,Tốt,134,301,TP. Hồ Chí Minh,,,10.80372,106.66217,Gần Cảng hàng không Quốc tế Tân Sơn Nhất | Khu vực sân bay quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
128074084,Serenity River Saigon(Serenity River Saigon),3,8.7,Rất Tốt,17,301,TP. Hồ Chí Minh,,,10.79426,106.689524,Gần Nhà Thờ Giáo Xứ Tân Định,,,,VND,,,Xem Phòng Trống,No,NORMAL
70289216,Khách sạn Hoàng Hùng(Hoang Hung Hotel),3,8.8,Rất Tốt,13,94122,Dĩ An,,,10.893454,106.760323,Dĩ An,,,,VND,,,Xem Phòng Trống,No,NORMAL
8379101,VUON TAO DAN HOTEL (TRUNG TÂM THÀNH PHỐ GẦN CHỢ BẾN THÀNH)(VUON TAO DAN HOTEL (CITY CENTER NEAR BEN THANH MARKET)),2,7.8,Tốt,7,301,TP. Hồ Chí Minh,,,10.774562,106.690028,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
111969561,Thiên Tài Hotel(Thien Tai Hotel),3,8.1,Rất Tốt,113,301,TP. Hồ Chí Minh,,,10.768664,106.684526,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
10048617,Khách sạn Thiên Tứ Blessings(Thien Tu Blessings Hotel),2,7.7,Tốt,5,301,TP. Hồ Chí Minh,,,10.766752,106.693367,Gần Phạm Ngũ Lão | Khu Tây ba lô,,,,VND,,,Xem Phòng Trống,No,NORMAL
46184300,Khách sạn Sân Bay Havana Collection O(Collection O Havana Airport Hotel),3,6.8,,124,301,TP. Hồ Chí Minh,,,10.811038,106.666544,Gần Cảng hàng không Quốc tế Tân Sơn Nhất | Khu vực sân bay quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
28823591,Khách sạn Imperial Saigon(Imperial Saigon Hotel),3,8.3,Rất Tốt,69,301,TP. Hồ Chí Minh,,,10.731429,106.709144,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
127059329,YÊN LUXURY HOTEL(YEN LUXURY HOTEL),3,9.0,Tuyệt Vời,4,7529,Vũng Tàu,,,10.359947,107.095953,"Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
