Final Price,Max People,Area_m2,price_per_m2,m2_per_person,num_facilities,has_luxury_keyword,is_king,is_queen,is_double,is_single,is_bunk,is_sofa,has_wifi,has_ac,has_breakfast,has_tv,has_pool,has_balcony,has_parking,has_kitchen,has_fridge,room_class,llm_room_class,xgb_conf,is_misaligned
0.018844752,0.142857143,0.794117647,0.003860244,0.397260274,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8520454,False
0.48099001,0.0,0.308823529,0.219603979,0.356164384,0.411764706,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.9991918,False
0.028800695,0.142857143,0.279411765,0.014594426,0.157534247,0.735294118,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0.9854676,False
0.016424174,0.142857143,0.147058824,0.013456253,0.095890411,0.441176471,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.8564653,False
0.559323859,0.571428571,0.455882353,0.18622415,0.087671233,0.470588235,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.9995198,False
0.005930378,0.285714286,0.161764706,0.005049851,0.063926941,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39442912,False
0.185898409,0.571428571,0.338235294,0.079207765,0.065753425,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.9793162,False
0.051286164,0.285714286,0.720588235,0.01149818,0.237442922,0.5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,4,4,0.97679627,False
0.089314281,0.571428571,0.235294118,0.050477977,0.046575342,0.852941176,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,4,4,0.9828128,False
0.018984923,0.142857143,0.205882353,0.012279499,0.123287671,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.51545346,False
0.00546927,0.428571429,0.617647059,0.001472473,0.150684932,0.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0.9509933,False
0.051502371,0.571428571,0.205882353,0.032288986,0.04109589,0.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.68905586,False
0.034443337,0.571428571,0.132352941,0.029157785,0.02739726,0.588235294,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.92434525,False
0.003741271,0.142857143,0.529411765,0.001220235,0.273972603,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0.7486692,False
0.205652776,0.714285714,0.735294118,0.045211995,0.114155251,0.794117647,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,4,4,0.99022245,False
0.063807232,0.428571429,0.676470588,0.015142587,0.164383562,0.558823529,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.75570416,False
0.003305632,0.142857143,0.279411765,0.002043794,0.157534247,0.0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,4,4,0.8596768,False
0.01672304,0.0,0.205882353,0.010887658,0.260273973,0.794117647,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,5,5,0.8072716,False
0.01924437,0.571428571,0.705882353,0.004414264,0.134246575,0.735294118,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,4,4,0.982831,False
0.075813227,0.142857143,0.632352941,0.019103881,0.321917808,0.823529412,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,2,2,0.7149168,False
0.004114244,0.142857143,0.132352941,0.00427393,0.089041096,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0.8355701,False
0.045077649,0.0,0.352941176,0.018788287,0.397260274,0.794117647,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,3,3,0.9902644,False
0.046761828,0.0,0.382352941,0.018242598,0.424657534,0.823529412,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,4,4,0.93864065,False
0.021790089,0.0,0.205882353,0.014005647,0.260273973,0.882352941,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.7877045,False
0.061194196,0.0,0.294117647,0.029354567,0.342465753,0.823529412,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.96271175,False
0.149637952,0.857142857,0.823529412,0.02968813,0.107632094,0.676470588,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.8687587,False
0.066413419,0.857142857,0.323529412,0.029529957,0.04109589,0.823529412,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.99457437,False
0.108364663,0.285714286,0.720588235,0.024270193,0.237442922,0.441176471,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,4,4,0.8519745,False
0.01582056,0.142857143,0.220588235,0.009825721,0.130136986,0.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,2,0.75819445,False
0.019574734,0.142857143,0.279411765,0.010052698,0.157534247,0.529411765,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.9798338,False
0.016550205,0.142857143,0.132352941,0.014477158,0.089041096,0.617647059,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.755482,False
0.046477733,0.571428571,0.161764706,0.034403568,0.032876712,0.470588235,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.99871683,False
0.009249579,0.142857143,0.132352941,0.008487275,0.089041096,0.647058824,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0.99505866,False
0.017881587,0.142857143,0.088235294,0.019538446,0.068493151,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,4,2,0.8579887,False
0.012311824,0.142857143,0.441176471,0.004404571,0.232876712,0.029411765,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.8052511,False
0.096735455,0.714285714,0.176470588,0.066837352,0.02739726,0.441176471,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,5,0.9061977,False
0.046555567,0.571428571,0.235294118,0.026558512,0.046575342,0.5,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,5,5,0.5188003,False
0.001463155,0.142857143,0.205882353,0.001497546,0.123287671,0.0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,3,3,0.8996946,False
0.149008809,0.142857143,0.5,0.045991472,0.260273973,0.852941176,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,4,4,0.9227742,False
0.076214827,0.142857143,0.338235294,0.032660611,0.184931507,0.941176471,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0.9634999,False
0.060176573,0.142857143,0.235294118,0.034178179,0.136986301,0.588235294,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.73765624,False
0.208684449,0.285714286,1.0,0.034644185,0.324200913,0.735294118,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,4,4,0.99969995,False
0.253046541,0.571428571,0.352941176,0.104103528,0.068493151,0.882352941,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0.99130213,False
0.07905053,0.142857143,0.455882353,0.02647585,0.239726027,0.529411765,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.70504725,False
0.015178998,0.142857143,0.588235294,0.004147567,0.301369863,0.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0.53285414,False
0.061144832,0.571428571,0.323529412,0.027214239,0.063013699,0.794117647,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,4,4,0.84357554,False
0.03736247,0.428571429,0.132352941,0.031552821,0.037671233,0.647058824,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.99792165,False
0.170777614,0.857142857,0.338235294,0.072790852,0.043052838,0.823529412,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0.9790508,False
0.00498988,0.142857143,0.279411765,0.002872911,0.157534247,0.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,3,3,0.92556506,False
0.094095038,0.571428571,0.176470588,0.065032051,0.035616438,0.529411765,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.9020321,False
0.04377299,0.285714286,0.455882353,0.014741851,0.155251142,0.676470588,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,4,4,0.991381,False
0.152926781,0.142857143,0.308823529,0.070068829,0.171232877,0.823529412,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0.98339266,False
0.012862337,0.142857143,0.5,0.004102866,0.260273973,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0.33230332,False
0.031879103,0.285714286,0.279411765,0.016109855,0.100456621,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.8274589,False
0.113705688,0.428571429,0.161764706,0.08307235,0.044520548,0.529411765,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.7590626,False
0.159218795,0.857142857,0.294117647,0.075753845,0.037181996,0.411764706,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.85520244,False
0.003124019,0.142857143,0.352941176,0.001577616,0.191780822,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.564222,False
0.118707979,0.428571429,0.279411765,0.058853708,0.071917808,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,5,5,0.849674,False
0.846724478,0.714285714,0.367647059,0.336424146,0.057077626,0.470588235,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.9979486,False
0.122277045,0.428571429,0.294117647,0.058267719,0.075342466,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.9782039,False
0.008663228,0.142857143,0.602941176,0.002346654,0.308219178,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0.70019305,False
0.004602871,0.142857143,0.132352941,0.004674829,0.089041096,0.0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,3,3,0.8458947,False
0.115522514,0.428571429,0.323529412,0.051115024,0.082191781,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.9784506,False
0.012444626,0.142857143,0.588235294,0.003416008,0.301369863,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7654618,False
0.090344289,0.142857143,0.441176471,0.03108067,0.232876712,0.823529412,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.97963387,False
0.028528361,0.0,0.205882353,0.018152017,0.260273973,0.588235294,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,5,0.6311108,False
0.084149542,0.285714286,0.176470588,0.058232137,0.068493151,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0.99312216,False
0.015348737,0.428571429,0.558823529,0.00439749,0.136986301,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7465713,False
0.26826814,0.857142857,0.308823529,0.122642802,0.039138943,0.941176471,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.99682045,False
0.088041258,0.571428571,0.5,0.027233397,0.095890411,0.911764706,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,4,4,0.9399304,False
1.0,0.428571429,0.455882353,0.332801651,0.113013699,0.676470588,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.9998615,False
0.208104324,0.142857143,0.323529412,0.091807783,0.178082192,0.529411765,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0.54944116,False
0.054745467,0.285714286,0.426470588,0.019459955,0.146118721,0.794117647,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3,3,0.93893105,False
0.003846148,0.142857143,0.132352941,0.004053967,0.089041096,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,3,3,0.88295597,False
0.086952356,0.142857143,0.205882353,0.054102998,0.123287671,0.558823529,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0.49880534,False
0.171496942,0.0,0.911764706,0.030997698,0.917808219,0.441176471,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,4,4,0.99615,False
0.097941783,0.857142857,0.529411765,0.028823057,0.068493151,0.823529412,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,4,0.9359547,False
0.033600469,0.142857143,0.485294118,0.01076009,0.253424658,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.90115136,False
0.017432561,0.142857143,0.529411765,0.005232084,0.273972603,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.80459255,False
0.041340668,0.142857143,0.205882353,0.026036021,0.123287671,0.705882353,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,4,4,0.94976515,False
0.040056402,0.142857143,0.691176471,0.009336011,0.349315068,0.852941176,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,4,4,0.98664945,False
0.012919139,0.285714286,0.235294118,0.007742105,0.086757991,0.029411765,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0.73501414,False
0.039611017,0.142857143,0.279411765,0.019916098,0.157534247,0.647058824,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.78049177,False
0.269862481,0.428571429,0.161764706,0.196119979,0.044520548,0.705882353,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0.992067,False
0.046167174,0.428571429,0.426470588,0.016443601,0.106164384,0.558823529,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,4,4,0.9458777,False
0.036089446,0.857142857,0.323529412,0.016201571,0.04109589,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0.967841,False
0.006256495,0.142857143,0.323529412,0.003089005,0.178082192,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.98621804,False
0.002341351,0.142857143,0.205882353,0.002037941,0.123287671,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0.9752799,False
0.02123347,0.0,0.279411765,0.010869255,0.328767123,0.735294118,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.9801287,False
0.027749248,0.428571429,0.323529412,0.012535779,0.082191781,0.529411765,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.4830052,False
0.017906667,0.142857143,0.102941176,0.018035673,0.075342466,0.794117647,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.91072184,False
0.144687344,0.714285714,0.720588235,0.032397838,0.111872146,0.441176471,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4,4,0.97513413,False
0.15563225,0.714285714,0.352941176,0.064141187,0.054794521,0.794117647,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.97623664,False
0.013099784,0.142857143,0.352941176,0.005669982,0.191780822,0.0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,3,3,0.6657194,False
0.011593603,0.571428571,0.705882353,0.002670609,0.134246575,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,2,2,0.65518683,False
0.181781458,0.857142857,0.323529412,0.080238015,0.04109589,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.96240073,False
0.103182229,0.428571429,0.411764706,0.037573888,0.102739726,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.9160735,False
0.041331198,0.142857143,0.279411765,0.020762904,0.157534247,0.558823529,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.7542464,False
0.005268786,0.142857143,0.426470588,0.002062648,0.226027397,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,3,0.86682934,False
0.057265569,0.142857143,0.176470588,0.039851082,0.109589041,0.794117647,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.8054231,False
0.007009689,0.142857143,0.382352941,0.002954269,0.205479452,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.78305477,False
0.027855873,0.0,0.235294118,0.016097798,0.287671233,0.470588235,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,4,0.66619956,False
0.030657908,0.142857143,0.205882353,0.019462425,0.123287671,0.794117647,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.5540306,False
0.034491248,0.142857143,0.279411765,0.017395754,0.157534247,0.794117647,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.7531593,False
0.108148456,0.857142857,0.647058824,0.026674622,0.084148728,0.529411765,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,4,4,0.970711,False
0.008926999,0.142857143,0.647058824,0.002252404,0.328767123,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,4,4,0.9931961,False
0.128907794,0.142857143,0.308823529,0.059120687,0.171232877,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,0.987316,False
0.171983934,0.142857143,0.661764706,0.041549866,0.335616438,0.470588235,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.4940097,False
0.107375302,0.142857143,0.264705882,0.055507441,0.150684932,0.352941176,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0.73676175,False
0.048738093,0.142857143,0.308823529,0.022578377,0.171232877,0.852941176,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0.93621945,False
0.015858578,0.142857143,0.352941176,0.006801724,0.191780822,0.0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0.6176166,False
0.00214949,0.142857143,0.235294118,0.001717503,0.136986301,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3,0.9756756,False
0.006202798,0.142857143,0.176470588,0.004938548,0.109589041,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0.62915075,False
0.110276481,0.714285714,0.352941176,0.045534855,0.054794521,0.5,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,4,0.8198121,False
0.012630667,0.428571429,0.147058824,0.010538354,0.04109589,0.911764706,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,5,5,0.9160305,False
0.106403472,0.857142857,0.338235294,0.045471968,0.043052838,0.735294118,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.9660274,False
0.084927885,0.571428571,0.117647059,0.075641607,0.024657534,0.529411765,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.99819916,False
0.026201894,0.142857143,0.279411765,0.013315096,0.157534247,0.529411765,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,4,0.78738475,False
0.137076877,0.714285714,0.147058824,0.106260228,0.02283105,0.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.85528237,False
0.511888911,0.142857143,0.411764706,0.185512766,0.219178082,0.588235294,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.9988469,False
0.067804336,0.285714286,0.161764706,0.049842678,0.063926941,0.470588235,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.9911143,False
0.014492118,0.142857143,0.279411765,0.007550644,0.157534247,0.764705882,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.88184184,False
0.082821481,0.571428571,0.044117647,0.114954492,0.010958904,0.323529412,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.9950545,False
0.953128114,0.714285714,0.25,0.510482607,0.038812785,0.735294118,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0.99266547,False
0.003720748,0.714285714,0.220588235,0.0027347,0.034246575,0.323529412,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.95435256,False
0.01943906,0.142857143,0.529411765,0.005820033,0.273972603,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.63604397,False
0.710586291,0.571428571,0.367647059,0.282377621,0.071232877,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.99970514,False
0.608867944,0.428571429,0.323529412,0.267956611,0.082191781,0.441176471,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.99918956,False
0.074160347,0.571428571,0.411764706,0.027068885,0.079452055,0.823529412,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0.9624734,False
0.132688925,0.571428571,0.132352941,0.109764513,0.02739726,0.558823529,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.9060491,False
0.137353034,0.428571429,0.176470588,0.09460832,0.047945205,0.529411765,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5,0.5112631,False
0.028800695,0.285714286,0.426470588,0.010337088,0.146118721,0.588235294,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,3,3,0.97461593,False
0.021490755,0.285714286,0.426470588,0.007766721,0.146118721,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.5391708,False
0.013436011,1.0,0.588235294,0.003681245,0.065068493,0.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,5,5,0.70979077,False
0.004865501,0.142857143,0.161764706,0.004278947,0.102739726,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,5,0.73037225,False
0.07001483,0.571428571,0.132352941,0.058342828,0.02739726,0.529411765,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0.99847275,False
0.327334536,0.571428571,0.382352941,0.126148437,0.073972603,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0.9977379,False
0.010760049,0.571428571,0.264705882,0.005964253,0.052054795,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0.7146334,False
0.068573114,0.571428571,0.470588235,0.022377775,0.090410959,0.764705882,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,2,2,0.8743906,False
0.061856618,0.0,0.132352941,0.051649328,0.191780822,0.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.9015246,False
0.083284716,0.571428571,0.176470588,0.05764084,0.035616438,0.441176471,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0.99886274,False
0.066823537,0.0,0.279411765,0.033312194,0.328767123,0.823529412,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0.72373533,False
0.085014281,0.714285714,1.0,0.014076627,0.155251142,0.735294118,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,4,4,0.9957255,False
0.030962759,0.428571429,0.147058824,0.024639082,0.04109589,0.470588235,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,3,3,0.97571033,False
0.090566497,0.428571429,0.352941176,0.037449212,0.089041096,0.823529412,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0.65134865,False
0.086744019,0.428571429,0.279411765,0.043118588,0.071917808,0.735294118,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.75535864,False
0.008074783,0.142857143,0.191176471,0.005875051,0.116438356,0.029411765,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2,2,0.81601655,False
0.049772719,0.571428571,0.176470588,0.034728085,0.035616438,0.764705882,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.7942826,False
0.008010284,0.285714286,0.352941176,0.003582112,0.123287671,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.38133863,False
0.066413696,0.428571429,0.176470588,0.04610582,0.047945205,0.5,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,5,5,0.96591246,False
0.00539851,0.142857143,0.279411765,0.00307407,0.157534247,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,3,0.93752885,False
0.004356395,0.142857143,0.147058824,0.004173927,0.095890411,0.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,5,5,0.7046585,False
0.037617965,0.0,0.441176471,0.013055703,0.479452055,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0.84538615,False
0.012801419,0.142857143,0.088235294,0.014328342,0.068493151,0.852941176,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0.99623704,False
0.105770186,0.571428571,0.205882353,0.065682478,0.04109589,0.529411765,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8595736,False
0.838837458,0.428571429,0.323529412,0.369035797,0.082191781,0.441176471,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.99918956,False
0.005407159,0.142857143,0.352941176,0.00251423,0.191780822,0.0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,4,4,0.8001186,False
0.012727908,0.428571429,0.132352941,0.01134111,0.037671233,0.441176471,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.96501034,False
